Movie Countries,log_revenues,Revenue with inflation,Countries_List,primary countries,United_States_of_America,United_Kingdom,France,Germany,Canada,South_Korea,Japan,Australia,Italy,Spain,Hong_Kong,New_Zealand,Ireland,China,Others
['United States of America'],9.664920584343465,15755.11863799283,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],17.67023290643179,47215505.66367127,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",14.286989223009575,1602361.798719918,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.747116057655667,138601859.04534048,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Japan']",19.30906313806786,243119375.5458781,"['United States of America', 'Japan']","['United States of America', 'Japan']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['South Korea'],17.36618739679962,34836888.468842804,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",17.270483320656012,31657426.407450072,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",14.077250705323546,1299188.9008960573,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.734182482881504,50333553.6312596,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.907086109589063,162645917.32567844,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.912229911136972,22125246.966794677,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],17.84940658625319,56480532.89718381,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.853282858257785,154126285.22429594,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.628000695802022,16651330.744674858,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.93714972708962,8344804.829518688,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",17.144112269561514,27899303.143983614,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",18.74148298311864,137823299.34352276,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['Canada'],11.53537566388928,102270.4101126472,['Canada'],['Canada'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.08221852634772,26224864.00015361,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],16.694476434505845,17795860.543932408,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"['Canada', 'United Kingdom']",14.684883240436882,2385413.972068612,"['Canada', 'United Kingdom']","['Canada', 'United Kingdom']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.31340643579065,244177611.8301075,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Australia', 'Germany']",18.70785775751279,133266009.15058884,"['United States of America', 'Australia', 'Germany']","['United States of America', 'Australia', 'Germany']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
['South Korea'],16.064469499851945,9477863.691628262,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",18.25741720416238,84936731.68320532,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.379676699051313,35309997.5687916,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.86256372360788,21053212.591218635,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",11.009333285961722,60435.58015873016,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.686565038557227,17655625.902252942,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.72404555770462,6743202.764976958,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.83963599057267,376862.6176395289,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.149859188087174,3797521.549487967,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",19.21515135046568,221326899.64157704,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",16.816114783443084,20097676.78358935,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.61936630385146,16508175.546953402,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['South Korea'],16.24579700996856,11362136.320609318,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],18.46022912272424,104034082.80791087,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Czech Republic', 'United Kingdom', 'Germany']",16.676600928444785,17480576.85394265,"['United States of America', 'Czech Republic', 'United Kingdom', 'Germany']","['United States of America', 'Others', 'United Kingdom', 'Germany']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"['United States of America', 'Canada']",19.511446534786877,297655261.67199177,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.07270936467109,9556282.644316437,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.145154035467574,27928382.8312852,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.352192514930564,4649138.608550947,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],16.703863299311127,17963694.365284175,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],15.032729588342423,3377781.1532002045,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.871875030319156,2875896.559318996,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.873623956383508,1059835.1725294418,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Spain', 'United Kingdom', 'Germany']",19.57491181837514,317158376.7813876,"['United States of America', 'Spain', 'United Kingdom', 'Germany']","['United States of America', 'Spain', 'United Kingdom', 'Germany']",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
['France'],13.99083546041154,1191633.318305171,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.93808380176999,22704729.341116227,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.626744876691024,16630432.810061442,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.60920541151493,120746686.78837684,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.750596411990514,2547432.155657962,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.638563614592684,45743653.30975422,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'New Zealand', 'Germany']",18.427535137929983,100687793.91011263,"['United States of America', 'New Zealand', 'Germany']","['United States of America', 'New Zealand', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
['United States of America'],18.91542901365318,164008532.79178184,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.525025295907273,15021984.146979004,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],17.67535759817391,47458091.63389657,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United Kingdom']",19.016980662112505,181538926.92926267,"['France', 'United Kingdom']","['France', 'United Kingdom']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.728125944152307,135994628.16756272,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Czech Republic', 'United Kingdom']",18.87693605056824,157815320.62921146,"['United States of America', 'Czech Republic', 'United Kingdom']","['United States of America', 'Others', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],16.97859435922197,23643395.153917048,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.402104227730867,266825175.29516125,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.179489535961942,71645.78013312852,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",18.0641510088109,70010165.35384023,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.562901410342405,115283101.15289298,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",12.343754768907749,229522.13873527903,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.95258943431131,8474645.94800307,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Spain'],16.077836480181922,9605404.628725035,['Spain'],['Spain'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['Australia', 'New Zealand', 'United Kingdom']",14.131619890695044,1371780.227905786,"['Australia', 'New Zealand', 'United Kingdom']","['Australia', 'New Zealand', 'United Kingdom']",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
['South Korea'],12.723457067349454,335526.78469022014,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['Switzerland'],18.843626679533067,152645176.70071682,['Switzerland'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],19.09841340240122,196940734.70913976,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Japan']",14.599765998287817,2190775.1704813107,"['United States of America', 'Japan']","['United States of America', 'Japan']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],19.28732286140376,237890932.8832565,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.214744541553118,1490682.373015873,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Australia'],17.543659681066693,41602036.612596005,['Australia'],['Australia'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
['United States of America'],17.185165554031407,29068496.581976444,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.878193322562353,21384850.79564772,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",18.3265842358632,91019491.6829749,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],19.480637511386504,288624620.6741423,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],16.616808058832678,16465997.562903224,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.177041030029194,78376996.48056835,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.978530358512824,64265298.25368663,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",17.538177805349168,41374603.36822836,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.29161581625388,4375869.567255504,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'France', 'United Kingdom']",19.027996101747032,183549712.5315412,"['United States of America', 'France', 'United Kingdom']","['United States of America', 'France', 'United Kingdom']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.85162541212193,1036774.917562724,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],14.979495135192645,3202669.168330773,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",19.44807164121133,279376709.1877368,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.628875192769087,334743522.728341,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.79980505422978,7273913.801433691,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada', 'Germany']",18.15007533756027,76291747.93789041,"['United States of America', 'Canada', 'Germany']","['United States of America', 'Canada', 'Germany']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.876885526219628,58054078.74275473,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'Belgium']",15.926060077103514,8252775.096671786,"['France', 'Belgium']","['France', 'Others']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"['United States of America', 'Germany']",18.639698529396995,124485341.67621608,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.24657679352385,84020955.29756783,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",18.11653556145292,73775374.97416794,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.390282158623148,716781893.1425755,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.845498689816486,7613995.994214029,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
