Movie Languages,log_revenues,Revenue with inflation,Languages_List,primary languages,Italian_Language,Arabic_Language,Russian_Language,German_Language,Spanish_Language,Standard_Mandarin,French_Language,Cantonese,Japanese_Language,English_Language,Korean_Language,Others
['English Language'],16.382874704296373,13031430.188679244,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.28207100281123,32026396.22641509,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.19191990581693,29265500.0,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.776976053754222,19326273.584905654,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.22896117749728,30369858.490566038,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.553832502440013,15461018.867924526,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.132811207389405,74985941.50943395,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.22896117749728,30369858.490566038,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Italian Language', 'English Language']",16.47972453028629,14356660.377358489,"['Italian Language', 'English Language']","['Italian Language', 'English Language']",1,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.652444791108124,46383056.60377358,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.687363895064536,17669735.8490566,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44050381713301,13804481.13207547,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.910507446378745,22087169.811320752,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.2173602658188,11043584.905660376,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.910507446378745,22087169.811320752,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.687363895064536,17669735.8490566,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.80514693072092,19878452.83018868,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.71813555373129,18221915.09433962,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44050381713301,13804481.13207547,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.312670445623127,12147943.396226414,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.71813555373129,18221915.09433962,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.80659547093538,54113566.03773584,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.47012323431417,38652547.16981132,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.312670445623127,12147943.396226414,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.315972554486912,33130754.716981128,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.2173602658188,11043584.905660376,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.399681822612756,13252301.886792451,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.315972554486912,33130754.716981128,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.0928290031727,26504603.773584902,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.959297610548177,23191528.30188679,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Portuguese Language']",17.396015262160446,35891650.943396226,"['English Language', 'Portuguese Language']","['English Language', 'Others']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.315972554486912,33130754.716981128,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Korean Language', 'English Language']",16.910507446378745,22087169.811320752,"['Korean Language', 'English Language']","['Korean Language', 'English Language']",0,0,0,0,0,0,0,0,0,1,1,0
['English Language'],17.611622796587866,44527734.33962264,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.687363895064536,17669735.8490566,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44050381713301,13804481.13207547,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.133650997692957,27608962.26415094,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],18.009119735046855,66261509.433962256,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.312670445623127,12147943.396226414,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Hindi Language', 'English Language']",16.910507446378745,22087169.811320752,"['Hindi Language', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],16.910507446378745,22087169.811320752,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.74798851688097,18774094.33962264,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.959297610548177,23191528.30188679,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.2173602658188,11043584.905660376,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.71813555373129,18221915.09433962,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.622825373926965,16565377.358490564,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.60365462693869,44174339.622641504,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.553832502440013,15461018.867924526,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.910507446378745,22087169.811320752,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.910507446378745,22087169.811320752,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.2173602658188,11043584.905660376,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44050381713301,13804481.13207547,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.210612038829083,29817679.24528301,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.71813555373129,18221915.09433962,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],17.133650997692957,27608962.26415094,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],17.28207100281123,32026396.22641509,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.721437662595076,49696132.07547169,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.910507446378745,22087169.811320752,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.315972554486912,33130754.716981128,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",18.296801807498635,88348679.24528301,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],16.832545904909033,20430632.075471696,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.776976053754222,19326273.584905654,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.945114405070942,62153295.849056594,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.910507446378745,22087169.811320752,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44050381713301,13804481.13207547,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.51746485826914,14908839.622641508,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44050381713301,13804481.13207547,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.163270414874116,77305094.33962263,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.47200248419238,14246224.528301883,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.776976053754222,19326273.584905654,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44050381713301,13804481.13207547,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.94546043308602,459413132.0754717,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Russian Language', 'English Language']",18.702266915606803,132523018.86792453,"['Russian Language', 'English Language']","['Russian Language', 'English Language']",0,0,1,0,0,0,0,0,0,1,0,0
['English Language'],17.133650997692957,27608962.26415094,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.091880594728725,26479478.499955986,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.53059767532937,824755614.3038291,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.82725322857112,20322785.004093308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.740094322723944,137632042.41245598,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'Italian Language', 'English Language']",14.107117800079196,1338577.1776408448,"['French Language', 'Italian Language', 'English Language']","['French Language', 'Italian Language', 'English Language']",1,0,0,0,0,0,1,0,0,1,0,0
['English Language'],20.127583811817274,551186514.5904049,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.919221068043885,60564596.73600351,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.18731813671713,29131136.318838023,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.112243914932133,27024216.109154925,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.76950713900716,52143346.06346831,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.311675503257396,4464534.463028168,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'Swedish Language', 'English Language', 'Danish Language']",16.243184640678887,11332492.961179577,"['French Language', 'Swedish Language', 'English Language', 'Danish Language']","['French Language', 'Others', 'English Language', 'Others']",0,0,0,0,0,0,1,0,0,1,0,1
['English Language'],17.03888239726438,25112653.41672535,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.520934768502212,5503719.908054577,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.685574841740609,323054.0228873239,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.94942475291225,169679980.434463,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],12.34270258327393,229280.7658450704,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],18.669483000434592,128248840.4225352,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.710774377610377,133655262.84784327,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.874357006210612,2883043.3306338023,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.415968299684945,13469902.36034331,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.690485201593624,17724974.674735915,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.53673943606401,15198988.477420771,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.61571729585711,44710426.87733274,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Latin Language', 'English Language']",15.19677355563249,3979925.090625,"['Latin Language', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],16.496980803822908,14606552.740360914,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.55103780571254,309676203.8044454,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.53800250475692,41367351.01144366,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.98266409820162,8733389.38525528,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.778309174627967,52604339.51698943,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.862586972939672,1048202.1043573944,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.222386972229248,4083181.29709507,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.893114022074723,397565.1194102112,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'American Sign Language']",17.8340237144255,55618348.53631161,"['English Language', 'American Sign Language']","['English Language', 'Others']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],15.818768028029774,7413164.973635563,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.04695221471301,68816370.2797535,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.041167443066552,1253145.6185739436,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.161610767622063,1413544.259507042,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['German Language', 'English Language']",16.088893841460433,9712204.431778168,"['German Language', 'English Language']","['German Language', 'English Language']",0,0,0,1,0,0,0,0,0,1,0,0
['English Language'],16.75040914785804,18819594.541329224,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.40254700878354,98202969.1669454,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.402615790142107,98209723.93287852,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.23448853811098,83011402.68824823,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.946512922518504,169186619.75013202,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.276122890073076,11711980.966725351,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.55649913581112,42139627.8831426,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Italian Language', 'English Language']",16.44949352427502,13929138.853389082,"['Italian Language', 'English Language']","['Italian Language', 'English Language']",1,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.069240151846396,1288823.2514524646,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.215732537704973,81468951.11456865,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.777928456361703,388548460.0792253,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.451972238204192,103178621.98080984,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.298718339639535,32564012.95928697,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.42732467043242,37033174.25664612,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.04529974127762,3420508.360035211,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.804321439249316,363786.1373679577,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.563878325855818,115395778.03177816,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.47993660537341,39033726.22429577,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.29896121231109,88539665.94300175,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.41382973866691,36536771.09383802,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.06651635838123,25816292.90140845,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.422342177187343,13556032.066461263,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.54255288087087,112960965.71742956,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.917049623424987,164274542.11311615,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.762401899031754,19046652.05660211,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.291188613556812,11889766.303036973,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.815945226219473,20094269.36619718,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.880516761342545,7885346.813292253,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.68388700277491,130109505.36113554,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.38934137820237,35652911.77482394,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.581476813691747,319247369.65096825,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.07294203840999,64404.70950704224,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.258452995148335,1557282.6901848589,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.194194556274883,79733035.52209505,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.400878822139184,36066637.32394366,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.32141213728612,4508216.313204225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.642869221654966,6217442.594058098,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.944051015702534,8402593.91628521,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.271420754902298,31687117.077464785,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.0840302965692,9665083.370114436,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.165126285367748,77448695.79485035,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.614628099400555,44661754.95026408,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.711794165294414,6661093.1474031685,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.25059781213933,31034120.303961266,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.673598050830757,6411463.069542252,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.2171016362667,4061657.243177816,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.65797538512638,2322083.463204225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.566134008211012,15652387.327596828,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.281990937199843,11780909.463028168,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'Hebrew Language', 'English Language', 'German Language']",16.275370557758016,11703172.978653168,"['French Language', 'Hebrew Language', 'English Language', 'German Language']","['French Language', 'Others', 'English Language', 'German Language']",0,0,0,1,0,0,1,0,0,1,0,1
['English Language'],19.47132357632385,285948869.9273327,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.93757393783572,167681002.5179137,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.60896164587959,2211013.67737676,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.89066599586597,58859628.89454225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.31809685028679,4493295.030105634,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.01582543652629,66707332.44322182,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Swedish Language', 'Scanian Language', 'Danish Language']",15.481577010476746,5291313.176100352,"['Swedish Language', 'Scanian Language', 'Danish Language']","['Others', 'Others', 'Others']",0,0,0,0,0,0,0,0,0,0,0,1
['English Language'],18.433598403331885,101300145.27574822,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.09621442777778,72291305.77169894,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'Italian Language', 'English Language', 'Russian Language']",17.51427255635087,40397261.51496478,"['French Language', 'Italian Language', 'English Language', 'Russian Language']","['French Language', 'Italian Language', 'English Language', 'Russian Language']",1,0,1,0,0,0,1,0,0,1,0,0
['English Language'],16.679378021385403,17529189.510211267,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.442247021625162,688483.7684419013,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.68250408912092,47798465.2459507,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.96162930512646,171763537.19172534,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.066160071950767,3492610.7204225347,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",17.60589517840786,44273425.46619718,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
['English Language'],18.335797766464097,91861977.73054576,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.563352563734034,5742197.666417253,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.988882130239137,64934013.171654925,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.385200196099722,650307.232834507,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.78725724355266,2642556.145334507,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.610437975756817,814588.18965669,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.098656986338714,26659523.15347711,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.465361002260565,1915254.3703785208,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.710584710561648,18084842.429577462,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",17.05117148671666,25423169.13076584,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],15.74895048543918,6913250.46606514,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",18.04697883113516,68818201.94969189,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
['English Language'],13.403309599616485,662191.1898327464,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.367429729664753,34880194.37491197,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.150584281759023,28080453.345070414,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.693198588131956,48312389.06593309,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.01504216649578,24521042.05994718,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",17.279226229035693,31935417.842121474,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],18.331622181261174,91479199.93243836,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.215342165683047,11021320.319102112,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Japanese Language', 'Standard Mandarin', 'English Language', 'Mandarin Chinese']",18.95510600260093,170646718.30985913,"['Japanese Language', 'Standard Mandarin', 'English Language', 'Mandarin Chinese']","['Japanese Language', 'Standard Mandarin', 'English Language', 'Others']",0,0,0,0,0,1,0,0,1,1,0,1
['English Language'],14.750793911645246,2547935.3223151406,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.066325912112482,9495474.85572183,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.51651668303866,110057848.7269366,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.842005113345662,2791264.043397887,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",19.34951543468617,253155741.07825705,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],13.948818128821625,1142601.3751760563,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Japanese Language', 'Russian Language', 'Standard Mandarin', 'English Language', 'Mandarin Chinese']",18.54565265310739,113311662.2416373,"['Japanese Language', 'Russian Language', 'Standard Mandarin', 'English Language', 'Mandarin Chinese']","['Japanese Language', 'Russian Language', 'Standard Mandarin', 'English Language', 'Others']",0,0,1,0,0,1,0,0,1,1,0,1
['English Language'],15.976528577759613,8679969.54300176,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.28143797557335,32006129.06078345,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.653124208180357,6281530.432394366,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.813213499009606,402503157.2975352,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.44037607672169,37519677.1275088,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.864506094129887,57339832.32147887,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.820814693984182,149202454.0991197,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.673816757567312,128805845.84080105,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.0961071212194,196487057.35360917,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.97144683644864,173458135.87495595,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.99459136180876,3251384.169058098,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
